# Your daily usage (2023-07-14)
Date,Usage TOU off-peak (kWh),Usage TOU mid-peak (kWh),Usage TOU on-peak (kWh),Usage tier 1 (kWh),Usage tier 2 (kWh),Usage ULO overnight (kWh),Usage ULO off-peak (kWh),Usage ULO mid-peak (kWh),Usage ULO on-peak (kWh),Cost TOU off-peak ($),Cost TOU mid-peak ($),Cost TOU on-peak ($),Cost tier 1 ($),Cost tier 2 ($),Cost ULO overnight ($),Cost ULO off-peak ($),Cost ULO mid-peak ($),Cost ULO on-peak ($),Average temperature (C)
2023-06-08,10.95,4.76,7.24,,,,,,,0.81,0.49,1.09,,,,,,,16
2023-06-09,9.56,8.65,7.84,,,,,,,0.71,0.88,1.18,,,,,,,16
2023-06-10,37.26,0.00,0.00,,,,,,,2.76,0.00,0.00,,,,,,,19
2023-06-11,44.93,0.00,0.00,,,,,,,3.32,0.00,0.00,,,,,,,19
2023-06-12,11.88,7.59,5.93,,,,,,,0.88,0.77,0.90,,,,,,,15
2023-06-13,10.09,7.96,9.29,,,,,,,0.75,0.81,1.40,,,,,,,15
2023-06-14,9.97,5.18,6.85,,,,,,,0.74,0.53,1.03,,,,,,,16
2023-06-15,8.71,4.84,6.62,,,,,,,0.64,0.49,1.00,,,,,,,16
2023-06-16,9.93,6.65,6.41,,,,,,,0.73,0.68,0.97,,,,,,,18
2023-06-17,32.78,0.00,0.00,,,,,,,2.43,0.00,0.00,,,,,,,19
2023-06-18,38.59,0.00,0.00,,,,,,,2.86,0.00,0.00,,,,,,,19
2023-06-19,11.85,9.96,15.51,,,,,,,0.88,1.02,2.34,,,,,,,20
2023-06-20,13.18,4.91,9.10,,,,,,,0.98,0.50,1.37,,,,,,,22
2023-06-21,14.73,6.85,13.83,,,,,,,1.09,0.70,2.09,,,,,,,22
2023-06-22,8.12,7.01,11.47,,,,,,,0.60,0.72,1.73,,,,,,,20
2023-06-23,13.54,6.48,10.60,,,,,,,1.00,0.66,1.60,,,,,,,22
2023-06-24,49.01,0.00,0.00,,,,,,,3.63,0.00,0.00,,,,,,,23
2023-06-25,43.36,0.00,0.00,,,,,,,3.21,0.00,0.00,,,,,,,23
2023-06-26,11.13,7.29,10.04,,,,,,,0.82,0.74,1.52,,,,,,,21
2023-06-27,11.76,4.85,5.50,,,,,,,0.87,0.49,0.83,,,,,,,20
2023-06-28,10.01,6.30,10.79,,,,,,,0.74,0.64,1.63,,,,,,,19
2023-06-29,11.46,6.93,13.14,,,,,,,0.85,0.71,1.98,,,,,,,19
2023-06-30,14.33,6.79,11.22,,,,,,,1.06,0.69,1.69,,,,,,,22
2023-07-01,54.66,0.00,0.00,,,,,,,4.04,0.00,0.00,,,,,,,24
2023-07-02,41.86,0.00,0.00,,,,,,,3.10,0.00,0.00,,,,,,,22
2023-07-03,43.94,0.00,0.00,,,,,,,3.25,0.00,0.00,,,,,,,23
2023-07-04,17.28,13.41,11.88,,,,,,,1.28,1.37,1.79,,,,,,,25
2023-07-05,25.99,13.50,12.41,,,,,,,1.92,1.38,1.87,,,,,,,26
2023-07-06,21.41,12.11,14.89,,,,,,,1.58,1.24,2.25,,,,,,,26
2023-07-07,19.48,13.58,13.88,,,,,,,1.44,1.39,2.10,,,,,,,21
2023-07-08,37.19,0.00,0.00,,,,,,,2.75,0.00,0.00,,,,,,,19
2023-07-09,52.55,0.00,0.00,,,,,,,3.89,0.00,0.00,,,,,,,21
2023-07-10,19.66,11.28,17.14,,,,,,,1.45,1.15,2.59,,,,,,,22
