Date,Usage TOU off-peak (kWh),Usage TOU mid-peak (kWh),Usage TOU on-peak (kWh),Usage tier 1 (kWh),Usage tier 2 (kWh),Usage ULO overnight (kWh),Usage ULO off-peak (kWh),Usage ULO mid-peak (kWh),Usage ULO on-peak (kWh),Cost TOU off-peak ($),Cost TOU mid-peak ($),Cost TOU on-peak ($),Cost tier 1 ($),Cost tier 2 ($),Cost ULO overnight ($),Cost ULO off-peak ($),Cost ULO mid-peak ($),Cost ULO on-peak ($),Average temperature (C)
2022-12-19,19.52,5.79,5.15,,,,,,,1.44,0.59,0.78,,,,,,,-1.0
2022-12-20,23.14,6.38,5.15,,,,,,,1.71,0.65,0.78,,,,,,,-1.0
2022-12-21,20.32,6.24,9.24,,,,,,,1.5,0.64,1.4,,,,,,,-3.0
2022-12-22,21.6,7.48,7.82,,,,,,,1.6,0.76,1.18,,,,,,,0.0
2022-12-23,18.94,9.0,8.48,,,,,,,1.4,0.92,1.28,,,,,,,-5.0
2022-12-24,48.72,0.0,0.0,,,,,,,3.61,0.0,0.0,,,,,,,-12.0
2022-12-25,74.97,0.0,0.0,,,,,,,5.55,0.0,0.0,,,,,,,-7.0
2022-12-26,45.58,0.0,0.0,,,,,,,3.37,0.0,0.0,,,,,,,-7.0
2022-12-27,39.47,0.0,0.0,,,,,,,2.92,0.0,0.0,,,,,,,-4.0
2022-12-28,20.94,6.12,3.4,,,,,,,1.55,0.62,0.51,,,,,,,2.0
2022-12-29,19.0,10.8,6.56,,,,,,,1.41,1.1,0.99,,,,,,,6.0
2022-12-30,14.56,6.04,5.1,,,,,,,1.08,0.62,0.77,,,,,,,11.0
2022-12-31,31.79,0.0,0.0,,,,,,,2.35,0.0,0.0,,,,,,,6.0
